"","price","type.residential","no.beds","size.sq.meter","apart.area.name","area.name","category"
"4654",29999,"Apartment","studio ",498,"Lincoln Park"," Arjan","Featured"
"4655",28000,"Apartment","studio ",465,"Regina Tower"," Jumeirah Village Circle","Featured"
"4656",36000,"Apartment","studio ",404,"Lawnz by Danube"," International City","Featured"
"4657",46000,"Apartment","2 ",1500," Queue Point"," Dubai Land","Featured"
"4658",42000,"Apartment","1 ",753," Canal Residence"," Dubai Sports City","Featured"
"4659",29000,"Apartment","studio ",401,"Lawnz by Danube"," International City","Featured"
"4660",115000,"Apartment","2 ",2501,"Al Hudaiba"," Al Satwa","Featured"
"4661",38000,"Apartment","1 ",645,"Binghatti Gate"," Jumeirah Village Circle","Featured"
"4662",40000,"Apartment","1 ",650,"Binghatti Gate"," Jumeirah Village Circle","Featured"
"4663",40000,"Apartment","1 ",644,"Binghatti Gate"," Jumeirah Village Circle","Featured"
"4664",265000,"Apartment","2 ",1442,"The Address The BLVD"," Downtown Dubai","Featured"
"4665",95000,"Apartment","1 ",780,"Bunyan Tower"," Dubai Marina","Featured"
"4666",85000,"Apartment","1 ",760," Marina View"," Dubai Marina","Featured"
"4667",60000,"Apartment","3 ",1650,NA,"Al Qusais","Featured"
"4668",31999,"Apartment","1 ",600,"Seasons Community"," Jumeirah Village Circle","Featured"
"4669",43000,"Apartment","1 ",760," Al Barsha South"," Al Barsha","Featured"
"4670",79999,"Apartment","2 ",1995,"Al Shafar Tower"," Business Bay","Featured"
"4671",65000,"Apartment","1 ",750,"Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"4672",125000,"Apartment","2 ",1440,"Rimal"," Jumeirah Beach Residence","Featured"
"4673",29000,"Apartment","1 ",605," Queue Point"," Dubai Land","Featured"
"4674",20000,"Apartment","studio ",259,"Al Souk Al Kabeer"," Bur Dubai","Featured"
"4675",70000,"Apartment","3 ",1530,"The Pulse"," Dubai South (Dubai World Central)","Featured"
"4676",28000,"Apartment","studio ",378," The Drive"," DAMAC Hills","Featured"
"4677",84999,"Apartment","1 ",1100,"Rimal"," Jumeirah Beach Residence","Featured"
"4678",28000,"Apartment","studio ",350," Al Nahda 2"," Al Nahda","Featured"
"4679",55000,"Apartment","1 ",772," Artesia"," DAMAC Hills","Featured"
"4680",70000,"Apartment","1 ",934,"Al Sayyah Residence"," Arjan","Featured"
"4681",89900,"Apartment","2 ",1250,NA,"Meydan","Featured"
"4682",24000,"Apartment","studio ",300,"Al Hamriya"," Bur Dubai","Featured"
"4683",42000,"Apartment","2 ",905,NA,"Al Nahda","Featured"
"4684",92000,"Apartment","3 ",1550,NA,"Dubai Silicon Oasis","Featured"
"4685",75000,"Apartment","1 ",1006,"Ubora Towers"," Business Bay","Featured"
"4686",120000,"Apartment","3 ",2857," Canal Residence"," Dubai Sports City","Featured"
"4687",34000,"Apartment","studio ",390,"The Square Tower"," Jumeirah Village Circle","Featured"
"4688",60000,"Apartment","studio ",642,"DEC Towers"," Dubai Marina","Featured"
"4689",28000,"Apartment","studio ",490,NA,"Discovery Gardens","Featured"
"4690",70000,"Apartment","2 ",1300,"Al Barsha 1"," Al Barsha","Featured"
"4691",157000,"Apartment","1 ",1561,"Anantara Residences"," Palm Jumeirah","Featured"
"4692",NA,"Apartment","2 ",1804,NA,"City Walk","Featured"
"4693",310000,"Apartment","2 ",1452,"The Address Residence Fountain Views"," Downtown Dubai","Featured"
"4694",90000,"Apartment","3 ",2700,"Hamsah A"," Karama","Featured"
"4695",80000,"Apartment","2 ",895,"Binghatti Avenue"," Al Jaddaf","Featured"
"4696",56000,"Apartment","2 ",1038,"Romaithi Building"," Al Jaddaf","Featured"
"4697",52000,"Apartment","studio ",400,NA,"Al Sufouh","Featured"
"4698",64999,"Apartment","1 ",790,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"4699",95000,"Apartment","2 ",1045,NA,"Dubai Creek Harbour (The Lagoons)","Featured"
"4700",37000,"Apartment","1 ",650,NA,"Al Satwa","Featured"
"4701",27000,"Apartment","studio ",400,"Serena Residence"," Jumeirah Village Circle","Featured"
"4702",48000,"Apartment","studio ",575,"Bloom Towers"," Jumeirah Village Circle","Featured"
"4703",28000,"Apartment","studio ",407," The Drive"," DAMAC Hills","Featured"
"4704",64999,"Apartment","1 ",683,"Park Central"," Business Bay","Featured"
"4705",32000,"Apartment","studio ",675,"O2 Tower"," Jumeirah Village Circle","Featured"
"4706",37000,"Apartment","1 ",850," Canal Residence"," Dubai Sports City","Featured"
"4707",44999,"Apartment","1 ",900,"Dune Residency"," Jumeirah Village Circle","Featured"
"4708",36000,"Apartment","1 ",900,"Al Nahda 1"," Al Nahda","Featured"
"4709",48999,"Apartment","1 ",878,"Regina Tower"," Jumeirah Village Circle","Featured"
"4710",47000,"Apartment","2 ",1191," The Pulse"," Dubai South (Dubai World Central)","Featured"
"4711",35000,"Apartment","2 ",1000,NA,"Al Qusais","Featured"
"4712",48000,"Apartment","2 ",1139,"Al Warqa'a 1"," Al Warqa'a","Featured"
"4713",38000,"Apartment","1 ",690,"Al Warqa'a 1"," Al Warqa'a","Featured"
"4714",60000,"Apartment","1 ",1823," Al Barsha South"," Al Barsha","Featured"
"4715",64999,"Apartment","1 ",783,"Wilton Terraces 1"," Mohammed Bin Rashid City","Featured"
"4716",42000,"Apartment","1 ",933,"Lorena Building"," Jumeirah Village Circle","Featured"
"4717",30000,"Apartment","studio ",650,"UniEstate Mansion"," Dubai Investment Park","Featured"
"4718",28000,"Apartment","studio ",500,NA,"Dubai Silicon Oasis","Featured"
"4719",75000,"Apartment","2 ",1313,NA,"Business Bay","Featured"
"4720",52000,"Apartment","2 ",1250,"Al Nahda 1"," Al Nahda","Featured"
"4721",29999,"Apartment","studio ",500,"Mogul Cluster"," Discovery Gardens","Featured"
"4722",250000,"Apartment","2 ",1,NA,"Downtown Dubai","Featured"
"4723",35000,"Apartment","1 ",650,"Mankhool"," Bur Dubai","Featured"
"4724",55000,"Apartment","2 ",1490," Al Qusais Residential Area"," Al Qusais","Featured"
"4725",45000,"Apartment","1 ",650,"Binghatti Mirage"," Jumeirah Village Circle","Featured"
"4726",35000,"Apartment","1 ",810,NA,"Al Nahda","Featured"
"4727",35000,"Apartment","1 ",800," Elite Sports Residence"," Dubai Sports City","Featured"
"4728",30000,"Apartment","studio ",350,"Al Muteena"," Deira","Featured"
"4729",39500,"Apartment","1 ",860,"Al Nahda 2"," Al Nahda","Featured"
"4730",62000,"Apartment","2 ",1500,"UniEstate Mansion"," Dubai Investment Park","Featured"
"4731",62000,"Apartment","2 ",1400,NA,"Karama","Featured"
"4732",39999,"Apartment","1 ",1200,"Mediterranean Cluster"," Discovery Gardens","Featured"
"4733",37999,"Apartment","1 ",840," Diamond Views"," Jumeirah Village Circle","Featured"
"4734",32000,"Apartment","1 ",800,"CBD (Central Business District)"," International City","Featured"
"4735",68000,"Apartment","2 ",1469,"Hamsah A"," Karama","Featured"
"4736",83000,"Apartment","1 ",1080,NA,"Arjan","Featured"
"4737",126000,"Apartment","2 ",1460,NA,"Arjan","Featured"
"4738",60000,"Apartment","2 ",1200,"Mankhool"," Bur Dubai","Featured"
"4739",62000,"Apartment","2 ",1497,"UniEstate Mansion"," Dubai Investment Park","Featured"
"4740",88000,"Apartment","3 ",1291,NA,"Al Garhoud","Featured"
"4741",65000,"Apartment","2 ",1499,"UniEstate Mansion"," Dubai Investment Park","Featured"
"4742",90000,"Apartment","1 ",1025," Park Towers"," DIFC","Featured"
"4743",55000,"Apartment","2 ",1100,"Al Raffa"," Bur Dubai","Featured"
"4744",70000,"Apartment","2 ",1850,"Umm Hurair 2"," Umm Hurair","Featured"
"4745",77000,"Apartment","2 ",1391," Safi"," Town Square","Featured"
"4746",45000,"Apartment","1 ",1000,NA,"Jumeirah Village Circle","Featured"
"4747",119999,"Apartment","2 ",1300," Bahar"," Jumeirah Beach Residence","Featured"
"4748",37000,"Apartment","1 ",600," Mogul Cluster"," Discovery Gardens","Featured"
"4749",27980,"Apartment","studio ",470,"Loreto"," DAMAC Hills","Featured"
"4750",22000,"Apartment","studio ",484,NA,"International City","Featured"
"4751",89399,"Apartment","2 ",1561,"wasl Ivory"," Karama","Featured"
"4752",77399,"Apartment","2 ",1281,"wasl Ivory"," Karama","Featured"
"4753",52000,"Apartment","2 ",1180," Al Quoz 2"," Al Quoz","Featured"
"4754",52000,"Apartment","2 ",1180," Al Quoz 2"," Al Quoz","Featured"
"4755",62000,"Apartment","2 ",1400,NA,"Karama","Featured"
"4756",250000,"Apartment","2 ",1,NA,"Downtown Dubai","Featured"
"4757",52000,"Apartment","2 ",1250,"Al Nahda 1"," Al Nahda","Featured"
"4758",30000,"Apartment","studio ",699,"UniEstate Mansion"," Dubai Investment Park","Featured"
"4759",30000,"Apartment","studio ",527,NA,"Discovery Gardens","Featured"
"4760",40000,"Apartment","1 ",950,"Al Nahda 2"," Al Nahda","Featured"
"4761",40000,"Apartment","1 ",1000,"UniEstate Mansion"," Dubai Investment Park","Featured"
"4762",160000,"Apartment","3 ",1516,NA,"Business Bay","Featured"
"4763",45000,"Apartment","1 ",950,NA,"Karama","Featured"
"4764",70000,"Apartment","2 ",1850,"Umm Hurair 2"," Umm Hurair","Featured"
"4765",35000,"Apartment","1 ",750,"Al Nahda 2"," Al Nahda","Featured"
"4766",77000,"Apartment","2 ",1391," Safi"," Town Square","Featured"
"4767",68000,"Apartment","2 ",1469,"Hamsah A"," Karama","Featured"
"4768",35000,"Apartment","1 ",850," Elite Sports Residence"," Dubai Sports City","Featured"
"4769",35000,"Apartment","1 ",800," Elite Sports Residence"," Dubai Sports City","Featured"
"4770",35000,"Apartment","1 ",800," Elite Sports Residence"," Dubai Sports City","Featured"
"4771",37000,"Apartment","1 ",820," Elite Sports Residence"," Dubai Sports City","Featured"
"4772",35000,"Apartment","1 ",800," Elite Sports Residence"," Dubai Sports City","Featured"
"4773",35000,"Apartment","1 ",871,"Park Terrace"," Dubai Silicon Oasis","Featured"
"4774",68000,"Apartment","1 ",880," Jumeirah Bay Towers"," Jumeirah Lake Towers","Featured"
"4775",118000,"Apartment","2 ",1300,"A A Tower"," Sheikh Zayed Road","Featured"
"4776",35000,"Apartment","1 ",800," Elite Sports Residence"," Dubai Sports City","Featured"
"4777",37000,"Apartment","1 ",820," Elite Sports Residence"," Dubai Sports City","Featured"
"4778",35000,"Apartment","1 ",800," Elite Sports Residence"," Dubai Sports City","Featured"
"4779",36000,"Apartment","studio ",450,"Al Barsha 1"," Al Barsha","Featured"
"4780",450000,"Apartment","4 ",2609,"Cayan Tower"," Dubai Marina","Featured"
"4781",140000,"Apartment","2 ",1500," South Ridge"," Downtown Dubai","Featured"
"4782",120000,"Apartment","1 ",1034," Al Habtoor City"," Business Bay","Featured"
"4783",60000,"Apartment","1 ",440," Lake Elucio"," Jumeirah Lake Towers","Featured"
"4784",1800000,"Apartment","4 ",4790,"One at Palm Jumeirah"," Palm Jumeirah","Featured"
"4785",99888,"Apartment","1 ",1042," The Old Town Island"," Old Town","Featured"
"4786",350000,"Apartment","3 ",1780," Burj Vista"," Downtown Dubai","Featured"
"4787",220000,"Apartment","2 ",1203," La Mer"," Jumeirah","Featured"
"4788",115000,"Apartment","1 ",618," Marina Gate"," Dubai Marina","Featured"
"4789",70000,"Apartment","1 ",909,"Dubai Wharf"," Culture Village","Featured"
"4790",70000,"Apartment","1 ",788,"Wilton Terraces 2"," Mohammed Bin Rashid City","Featured"
"4791",145000,"Apartment","3 ",2139,"Golf Veduta Hotel Apartments"," DAMAC Hills","Featured"
"4792",3500000,"Apartment","4 ",6406," Burj Khalifa Area"," Downtown Dubai","Featured"
"4793",275000,"Apartment","3 ",1789,"5242"," Dubai Marina","Featured"
"4794",120000,"Apartment","1 ",833," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"4795",105000,"Apartment","1 ",782," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"4796",195000,"Apartment","3 ",1615," Creekside 18"," Dubai Creek Harbour (The Lagoons)","Featured"
"4797",275000,"Apartment","2 ",1446," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"4798",85000,"Apartment","1 ",610," Silverene"," Dubai Marina","Featured"
"4799",70000,"Apartment","studio ",579,"The Atria"," Business Bay","Featured"
"4800",42000,"Apartment","1 ",800," District 13"," Jumeirah Village Circle","Featured"
"4801",65000,"Apartment","2 ",1242," Seasons Community"," Jumeirah Village Circle","Featured"
"4802",45000,"Apartment","1 ",885," District 13"," Jumeirah Village Circle","Featured"
"4803",450000,"Apartment","3 ",2923," Burj Khalifa Area"," Downtown Dubai","Featured"
"4804",260000,"Apartment","2 ",1151," EMAAR Beachfront"," Dubai Harbour","Featured"
"4805",125000,"Apartment","2 ",1170," Marina Quays"," Dubai Marina","Featured"
"4806",75000,"Apartment","2 ",969,"Park Central"," Business Bay","Featured"
"4807",36000,"Apartment","studio ",431,"Crystal Residence"," Jumeirah Village Circle","Featured"
"4808",140000,"Apartment","2 ",1058," Silverene"," Dubai Marina","Featured"
"4809",32000,"Apartment","studio ",430,"Eagle Heights"," Dubai Sports City","Featured"
"4810",117000,"Apartment","1 ",892,"Burj Daman"," DIFC","Featured"
"4811",105000,"Apartment","2 ",1109,"Creek Rise"," Dubai Creek Harbour (The Lagoons)","Featured"
"4812",140000,"Apartment","2 ",1587," DAMAC Towers by Paramount"," Business Bay","Featured"
"4813",120000,"Apartment","1 ",1304," Golden Mile"," Palm Jumeirah","Featured"
"4814",115000,"Apartment","2 ",1634," Mohammad Bin Rashid Boulevard"," Downtown Dubai","Featured"
"4815",2e+05,"Apartment","1 ",773," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"4816",1e+05,"Apartment","2 ",1305,"Princess Tower"," Dubai Marina","Featured"
"4817",225000,"Apartment","2 ",1380," EMAAR Beachfront"," Dubai Harbour","Featured"
"4818",155000,"Apartment","3 ",2161,"23 Marina"," Dubai Marina","Featured"
"4819",925000,"Apartment","4 ",2977,"Downtown Views"," Downtown Dubai","Featured"
"4820",75000,"Apartment","1 ",937,"Westside Marina"," Dubai Marina","Featured"
"4821",150000,"Apartment","2 ",1206," La Mer"," Jumeirah","Featured"
"4822",70000,"Apartment","1 ",728,"Panoramic Tower"," Dubai Marina","Featured"
"4823",60000,"Apartment","2 ",1271,"Binghatti Gate"," Jumeirah Village Circle","Featured"
"4824",155000,"Apartment","2 ",1268," Vida Residence"," The Hills","Featured"
"4825",185000,"Apartment","2 ",2100," Central Park Tower"," DIFC","Featured"
"4826",170000,"Apartment","2 ",1330," La Mer"," Jumeirah","Featured"
"4827",150000,"Apartment","2 ",1283," La Mer"," Jumeirah","Featured"
"4828",115000,"Apartment","2 ",1310,"Princess Tower"," Dubai Marina","Featured"
"4829",55000,"Apartment","1 ",796,"Eagle Heights"," Dubai Sports City","Featured"
"4830",105000,"Apartment","2 ",1199,"Wilton Terraces 1"," Mohammed Bin Rashid City","Featured"
"4831",270000,"Apartment","2 ",2100," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"4832",150000,"Apartment","2 ",1216," La Mer"," Jumeirah","Featured"
"4833",43000,"Apartment","1 ",618,"Plaza Residences"," Jumeirah Village Circle","Featured"
"4834",60000,"Apartment","studio ",540," Capital Bay"," Business Bay","Featured"
"4835",95000,"Apartment","1 ",1005," The Residences"," Downtown Dubai","Featured"
"4836",380000,"Apartment","2 ",1329," The Address Sky View Towers"," Downtown Dubai","Featured"
"4837",450000,"Apartment","3 ",2081," EMAAR Beachfront"," Dubai Harbour","Featured"
"4838",250000,"Apartment","1 ",853," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"4839",33000,"Apartment","studio ",463,"Azizi Plaza"," Al Furjan","Featured"
"4840",50000,"Apartment","1 ",1072,NA,"Al Khail Heights","Featured"
"4841",75000,"Apartment","1 ",726,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"4842",28000,"Apartment","studio ",482," Emirates Gardens 2"," Jumeirah Village Circle","Featured"
"4843",190000,"Apartment","2 ",1282," EMAAR Beachfront"," Dubai Harbour","Featured"
"4844",249898,"Apartment","1 ",1181," Burj Khalifa Area"," Downtown Dubai","Featured"
"4845",70000,"Apartment","1 ",826,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"4846",140000,"Apartment","1 ",1158," Anantara Residences"," Palm Jumeirah","Featured"
"4847",129998,"Apartment","2 ",1322," Shams"," Jumeirah Beach Residence","Featured"
"4848",115000,"Apartment","1 ",914," La Mer"," Jumeirah","Featured"
"4849",38999,"Apartment","1 ",810," Elite Sports Residence"," Dubai Sports City","Featured"
"4850",225000,"Apartment","2 ",1713," Burj Khalifa Area"," Downtown Dubai","Featured"
"4851",40000,"Apartment","studio ",395,"MILANO by Giovanni Botique Suites"," Jumeirah Village Circle","Featured"
"4852",75000,"Apartment","1 ",790,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"4853",5e+05,"Apartment","4 ",2816," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"4854",79995,"Apartment","2 ",794," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"4855",75000,"Apartment","2 ",968,"Park Central"," Business Bay","Featured"
"4856",135000,"Apartment","2 ",1237," Creek Horizon"," Dubai Creek Harbour (The Lagoons)","Featured"
"4857",90000,"Apartment","1 ",801,"Elite Residence"," Dubai Marina","Featured"
"4858",205000,"Apartment","3 ",1800," Silverene"," Dubai Marina","Featured"
"4859",80000,"Apartment","1 ",864,"MAG 218"," Dubai Marina","Featured"
"4860",60499,"Apartment","1 ",688," Executive Bay"," Business Bay","Featured"
"4861",180000,"Apartment","3 ",1750," The Fairways"," The Views","Featured"
"4862",72000,"Apartment","1 ",485,"Collective"," Dubai Hills Estate","Featured"
"4863",90000,"Apartment","1 ",1356," Executive Towers"," Business Bay","Featured"
"4864",125000,"Apartment","2 ",1213," Yansoon"," Old Town","Featured"
"4865",75000,"Apartment","2 ",764,"Collective"," Dubai Hills Estate","Featured"
"4866",65000,"Apartment","1 ",700," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"4867",70000,"Apartment","1 ",720,"Creek Gate"," Dubai Creek Harbour (The Lagoons)","Featured"
"4868",85000,"Apartment","2 ",727,"Collective"," Dubai Hills Estate","Featured"
"4869",125000,"Apartment","2 ",1966," Al Seef  Towers"," Jumeirah Lake Towers","Featured"
"4870",120000,"Apartment","1 ",861," Sparkle Towers"," Dubai Marina","Featured"
"4871",1e+05,"Apartment","1 ",866," Claren Towers"," Downtown Dubai","Featured"
"4872",239999,"Apartment","2 ",1909,"Building 6A"," City Walk","Featured"
"4873",90000,"Apartment","2 ",1115,"Creek Gate"," Dubai Creek Harbour (The Lagoons)","Featured"
"4874",178900,"Apartment","2 ",1350," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"4875",80000,"Apartment","2 ",982,"Ontario Tower"," Business Bay","Featured"
"4876",220000,"Apartment","2 ",1785,"RP Heights"," Downtown Dubai","Featured"
"4877",115000,"Apartment","1 ",784," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"4878",180000,"Apartment","2 ",1760,"Elite Downtown Residence"," Business Bay","Featured"
"4879",70000,"Apartment","1 ",784,"Wilton Terraces 1"," Mohammed Bin Rashid City","Featured"
"4880",194000,"Apartment","2 ",1347," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"4881",85000,"Apartment","2 ",1047,"Creek Gate"," Dubai Creek Harbour (The Lagoons)","Featured"
"4882",97000,"Apartment","studio ",699," J ONE"," Business Bay","Featured"
"4883",130000,"Apartment","1 ",966,"MINA by Azizi"," Palm Jumeirah","Featured"
